time (hr),basin_temp (degF),PID_output,fan_bias_1,fan_bias_2,fan_bias_3,fan_bias_4,fan_bias_5,fan_bias_6,fan_bias_7,fan_bias_8,fan_bias_9,fan_bias_10,fan_bias_11,fan_bias_12,T_amb (degF),T_hotbed (degF),total_power (kW)
0.10898533387552199,69.99777581474972,0.8998916108001213,0.8592321856342957,-0.3672488908364282,-0.6321623766458111,-0.5908794428939206,0.1354500581633733,0.1910894059585031,0.9290290394712433,0.30635419374314177,0.4978132750678237,0.3071397417034707,0.49542961854254775,0.9226134721456427,46.04,97.88848278451444,1379.2020759848829
0.21807351468331745,72.79915149654583,1.0363646255274475,0.8592321856342957,-0.3672488908364282,-0.6321623766458111,-0.5908794428939206,0.1354500581633733,0.1910894059585031,0.9290290394712433,0.30635419374314177,0.4978132750678237,0.3071397417034707,0.49542961854254775,0.9226134721456427,46.04,97.88848278451444,1435.0582576145177
0.32713845670742964,71.12781688049056,1.0101431100439624,0.8592321856342957,-0.3672488908364282,-0.6321623766458111,-0.5908794428939206,0.1354500581633733,0.1910894059585031,0.9290290394712433,0.30635419374314177,0.4978132750678237,0.3071397417034707,0.49542961854254775,0.9226134721456427,46.04,97.88848278451444,1424.3262185049828
0.4362078372087928,70.77702742195075,1.0152997726537,0.8592321856342957,-0.3672488908364282,-0.6321623766458111,-0.5908794428939206,0.1354500581633733,0.1910894059585031,0.9290290394712433,0.30635419374314177,0.4978132750678237,0.3071397417034707,0.49542961854254775,0.9226134721456427,46.04,97.88848278451444,1426.436756503339
0.5452776938728671,70.47370303820352,1.015848574809648,0.8592321856342957,-0.3672488908364282,-0.6321623766458111,-0.5908794428939206,0.1354500581633733,0.1910894059585031,0.9290290394712433,0.30635419374314177,0.4978132750678237,0.3071397417034707,0.49542961854254775,0.9226134721456427,46.04,97.88848278451444,1426.6613722851666
0.6543493994745899,70.32548700433344,1.0179716650309911,0.8592321856342957,-0.3672488908364282,-0.6321623766458111,-0.5908794428939206,0.1354500581633733,0.1910894059585031,0.9290290394712433,0.30635419374314177,0.4978132750678237,0.3071397417034707,0.49542961854254775,0.9226134721456427,46.04,97.88848278451444,1427.5303185252449
0.7634228923600103,70.23558044532884,1.0200120560845143,0.8592321856342957,-0.3672488908364282,-0.6321623766458111,-0.5908794428939206,0.1354500581633733,0.1910894059585031,0.9290290394712433,0.30635419374314177,0.4978132750678237,0.3071397417034707,0.49542961854254775,0.9226134721456427,46.04,97.88848278451444,1428.3654173431964
0.8724981868753816,70.18217455097457,1.022057381167273,0.8592321856342957,-0.3672488908364282,-0.6321623766458111,-0.5908794428939206,0.1354500581633733,0.1910894059585031,0.9290290394712433,0.30635419374314177,0.4978132750678237,0.3071397417034707,0.49542961854254775,0.9226134721456427,46.04,97.88848278451444,1429.2025355789333
0.9815751831149504,70.14784726251837,1.023978770127488,0.8592321856342957,-0.3672488908364282,-0.6321623766458111,-0.5908794428939206,0.1354500581633733,0.1910894059585031,0.9290290394712433,0.30635419374314177,0.4978132750678237,0.3071397417034707,0.49542961854254775,0.9226134721456427,46.04,97.88848278451444,1429.9889287787712
1.0906537592815444,70.12441110030791,1.0257536430620133,0.8592321856342957,-0.3672488908364282,-0.6321623766458111,-0.5908794428939206,0.1354500581633733,0.1910894059585031,0.9290290394712433,0.30635419374314177,0.4978132750678237,0.3071397417034707,0.49542961854254775,0.9226134721456427,46.04,97.88848278451444,1430.7153553562043
1.1984406042684572,70.10724296151731,1.0273715839748385,-0.983223404116893,-0.7871112466045613,-0.4025925724612369,0.31282236616453996,0.6196251050818695,0.7443518274485661,0.9292951947438604,0.4473706938399069,0.28495065579168255,0.4349072416248274,-0.06480198556140704,-0.3488306449212444,44.6,79.49126663745358,1302.9271378158166
1.3061845259319347,68.88103621001227,0.9697318238077697,-0.983223404116893,-0.7871112466045613,-0.4025925724612369,0.31282236616453996,0.6196251050818695,0.7443518274485661,0.9292951947438604,0.4473706938399069,0.28495065579168255,0.4349072416248274,-0.06480198556140704,-0.3488306449212444,44.6,79.49126663745358,1265.4494077914542
1.4138865913130798,67.99146456360188,0.9043044377829997,-0.983223404116893,-0.7871112466045613,-0.4025925724612369,0.31282236616453996,0.6196251050818695,0.7443518274485661,0.9292951947438604,0.4473706938399069,0.28495065579168255,0.4349072416248274,-0.06480198556140704,-0.3488306449212444,44.6,79.49126663745358,1229.744923505399
1.5215532605720403,67.55594958085803,0.8434532972978996,-0.983223404116893,-0.7871112466045613,-0.4025925724612369,0.31282236616453996,0.6196251050818695,0.7443518274485661,0.9292951947438604,0.4473706938399069,0.28495065579168255,0.4349072416248274,-0.06480198556140704,-0.3488306449212444,44.6,79.49126663745358,1196.5377495489727
1.629193509377464,67.49636195437779,0.7923293504138602,-0.983223404116893,-0.7871112466045613,-0.4025925724612369,0.31282236616453996,0.6196251050818695,0.7443518274485661,0.9292951947438604,0.4473706938399069,0.28495065579168255,0.4349072416248274,-0.06480198556140704,-0.3488306449212444,44.6,79.49126663745358,1168.638818091261
1.7368130174501397,67.69170072617678,0.752452860633397,-0.983223404116893,-0.7871112466045613,-0.4025925724612369,0.31282236616453996,0.6196251050818695,0.7443518274485661,0.9292951947438604,0.4473706938399069,0.28495065579168255,0.4349072416248274,-0.06480198556140704,-0.3488306449212444,44.6,79.49126663745358,1151.6061254966673
1.844419618202532,67.99217487770338,0.7215537920705929,-0.983223404116893,-0.7871112466045613,-0.4025925724612369,0.31282236616453996,0.6196251050818695,0.7443518274485661,0.9292951947438604,0.4473706938399069,0.28495065579168255,0.4349072416248274,-0.06480198556140704,-0.3488306449212444,44.6,79.49126663745358,1138.9596401143456
1.9520115569380954,68.26468515165577,0.6952202176248403,-0.983223404116893,-0.7871112466045613,-0.4025925724612369,0.31282236616453996,0.6196251050818695,0.7443518274485661,0.9292951947438604,0.4473706938399069,0.28495065579168255,0.4349072416248274,-0.06480198556140704,-0.3488306449212444,44.6,79.49126663745358,1125.4764909398082
2.0595868717916295,68.49932574886765,0.672417691090739,-0.983223404116893,-0.7871112466045613,-0.4025925724612369,0.31282236616453996,0.6196251050818695,0.7443518274485661,0.9292951947438604,0.4473706938399069,0.28495065579168255,0.4349072416248274,-0.06480198556140704,-0.3488306449212444,44.6,79.49126663745358,1111.0192193943874
2.1671478226044103,68.73274505745823,0.6541850118187036,-0.983223404116893,-0.7871112466045613,-0.4025925724612369,0.31282236616453996,0.6196251050818695,0.7443518274485661,0.9292951947438604,0.4473706938399069,0.28495065579168255,0.4349072416248274,-0.06480198556140704,-0.3488306449212444,44.6,79.49126663745358,1098.5819884022571
2.274526093150602,68.95900568853399,0.6402087429018914,-0.12071078823038106,0.4593781654937028,0.9880291717999239,0.35374742354753996,0.5816450356955771,-0.6581714844151312,-0.9463014484201289,0.6007404878509215,0.8074450764340002,-0.9506475791414695,-0.016505363108228144,0.05251033469971578,42.980000000000004,75.51756435031284,1068.2136420425866
2.3817463048334817,64.91177646192764,0.42244040367700714,-0.12071078823038106,0.4593781654937028,0.9880291717999239,0.35374742354753996,0.5816450356955771,-0.6581714844151312,-0.9463014484201289,0.6007404878509215,0.8074450764340002,-0.9506475791414695,-0.016505363108228144,0.05251033469971578,42.980000000000004,75.51756435031284,933.2516858596027
2.4889912801028133,67.69305780693648,0.45758948802554095,-0.12071078823038106,0.4593781654937028,0.9880291717999239,0.35374742354753996,0.5816450356955771,-0.6581714844151312,-0.9463014484201289,0.6007404878509215,0.8074450764340002,-0.9506475791414695,-0.016505363108228144,0.05251033469971578,42.980000000000004,75.51756435031284,957.228265202776
2.5962126563441004,67.9407552506912,0.42414527474223546,-0.12071078823038106,0.4593781654937028,0.9880291717999239,0.35374742354753996,0.5816450356955771,-0.6581714844151312,-0.9463014484201289,0.6007404878509215,0.8074450764340002,-0.9506475791414695,-0.016505363108228144,0.05251033469971578,42.980000000000004,75.51756435031284,934.4146457808342
2.703407884917064,68.15149197624359,0.39378685780942563,-0.12071078823038106,0.4593781654937028,0.9880291717999239,0.35374742354753996,0.5816450356955771,-0.6581714844151312,-0.9463014484201289,0.6007404878509215,0.8074450764340002,-0.9506475791414695,-0.016505363108228144,0.05251033469971578,42.980000000000004,75.51756435031284,909.6075719801971
2.810574781504442,68.33122993918933,0.3660755559106019,-0.12071078823038106,0.4593781654937028,0.9880291717999239,0.35374742354753996,0.5816450356955771,-0.6581714844151312,-0.9463014484201289,0.6007404878509215,0.8074450764340002,-0.9506475791414695,-0.016505363108228144,0.05251033469971578,42.980000000000004,75.51756435031284,883.143408335761
2.9177170517099826,68.49889513596669,0.34132207950862314,-0.12071078823038106,0.4593781654937028,0.9880291717999239,0.35374742354753996,0.5816450356955771,-0.6581714844151312,-0.9463014484201289,0.6007404878509215,0.8074450764340002,-0.9506475791414695,-0.016505363108228144,0.05251033469971578,42.980000000000004,75.51756435031284,859.5039542003185
3.0248400419782815,68.69934127589559,0.3214740529364428,-0.12071078823038106,0.4593781654937028,0.9880291717999239,0.35374742354753996,0.5816450356955771,-0.6581714844151312,-0.9463014484201289,0.6007404878509215,0.8074450764340002,-0.9506475791414695,-0.016505363108228144,0.05251033469971578,42.980000000000004,75.51756435031284,840.5491816983601
3.131947299549269,68.88543709123526,0.30488142555453956,-0.12071078823038106,0.4593781654937028,0.9880291717999239,0.35374742354753996,0.5816450356955771,-0.6581714844151312,-0.9463014484201289,0.6007404878509215,0.8074450764340002,-0.9506475791414695,-0.016505363108228144,0.05251033469971578,42.980000000000004,75.51756435031284,824.7033001901918
